department_name,department_url,department_course_num,department_course_name,department_course_credit_type,department_course_url
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 312,INORGANIC CHEMISTRY,NW,https://www.washington.edu/students/crscat/chem.html#chem312
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 317,INORGANIC CHEM LAB,NW,https://www.washington.edu/students/crscat/chem.html#chem317
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 321,QUANTITATIVE ANLYS,NW,https://www.washington.edu/students/crscat/chem.html#chem321
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 336,H-ORGANIC CHEMISTRY,NW,https://www.washington.edu/students/crscat/chem.html#chem336
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 346,H-ORGANIC CHEM LAB,NW,https://www.washington.edu/students/crscat/chem.html#chem346
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 399,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/chem.html#chem399
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 417,ORGANOMETALLIC CHEM,NW,https://www.washington.edu/students/crscat/chem.html#chem417
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 418,NUCLEAR CHEMISTRY,NW,https://www.washington.edu/students/crscat/chem.html#chem418
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 422,ANLYTIC SPECTROSCOPY,NW,https://www.washington.edu/students/crscat/chem.html#chem422
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 426,INSTRUMENTAL ANLYS,NW,https://www.washington.edu/students/crscat/chem.html#chem426
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 431,ADV SYN ORGNC CHEM,NW,https://www.washington.edu/students/crscat/chem.html#chem431
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 436,CHEMICAL BIOLOGY,NW,https://www.washington.edu/students/crscat/chem.html#chem436
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 442,MAT& DEVICE MODELING,,https://www.washington.edu/students/crscat/chem.html#chem442
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 452,PHYS CHEM BIOC I,NW,https://www.washington.edu/students/crscat/chem.html#chem452
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 453,PHYS CHEM BIOC II,NW,https://www.washington.edu/students/crscat/chem.html#chem453
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 456,PHYSICAL CHEMISTRY,NW,https://www.washington.edu/students/crscat/chem.html#chem456
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 463,SPECTRO TECHNIQUES,NW,https://www.washington.edu/students/crscat/chem.html#chem463
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 465,COMPUTATIONAL CHEM,NW,https://www.washington.edu/students/crscat/chem.html#chem465
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 499,UG RES/REPORT WRTG,,https://www.washington.edu/students/crscat/chem.html#chem499
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 517,ORGANOMETALLICS,,https://www.washington.edu/students/crscat/chem.html#chem517
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 522,ANLYT SPECTROSCOPY,,https://www.washington.edu/students/crscat/chem.html#chem522
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 531,ADV SYN ORGNC CHEM,,https://www.washington.edu/students/crscat/chem.html#chem531
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 536,CHEMICAL BIOLOGY,,https://www.washington.edu/students/crscat/chem.html#chem536
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 542,MAT& DEVICE MODELING,,https://www.washington.edu/students/crscat/chem.html#chem542
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 545,DATA SCI CLEAN ENRG,,https://www.washington.edu/students/crscat/chem.html#chem545
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 546,SW ENGR MOL DATA SCI,,https://www.washington.edu/students/crscat/chem.html#chem546
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 551,INTRO QUANTUM CHEM,,https://www.washington.edu/students/crscat/chem.html#chem551
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 552,STATISTCL MECHANICS,,https://www.washington.edu/students/crscat/chem.html#chem552
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 564,ELECT/PHOTONIC MTLS,,https://www.washington.edu/students/crscat/chem.html#chem564
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 565,COMPUTATIONAL CHEM,,https://www.washington.edu/students/crscat/chem.html#chem565
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 571,RESEARCH,,https://www.washington.edu/students/crscat/chem.html#chem571
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 573,ORGANIC/BIOL RESRCH,,https://www.washington.edu/students/crscat/chem.html#chem573
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 574,SPECTROSCOPY RESERCH,,https://www.washington.edu/students/crscat/chem.html#chem574
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 575,RESEARCH COMPUTATION,,https://www.washington.edu/students/crscat/chem.html#chem575
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 578,RESRCH MATERIAL CHEM,,https://www.washington.edu/students/crscat/chem.html#chem578
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 581,PREP 2ND YEAR EXAM,,https://www.washington.edu/students/crscat/chem.html#chem581
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 590,SMNR GENERAL CHEM,,https://www.washington.edu/students/crscat/chem.html#chem590
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 591,SMNR INORGANIC CHEM,,https://www.washington.edu/students/crscat/chem.html#chem591
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 592,SMNR ANALYTCL CHEM,,https://www.washington.edu/students/crscat/chem.html#chem592
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 593,SMNR ORGANIC CHEM,,https://www.washington.edu/students/crscat/chem.html#chem593
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 595,SMNR PHYSICAL CHEM,,https://www.washington.edu/students/crscat/chem.html#chem595
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 597,SEMINAR IN MOLENG,,https://www.washington.edu/students/crscat/chem.html#chem597
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/chem.html#chem600
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 700,MASTERS THESIS,,https://www.washington.edu/students/crscat/chem.html#chem700
Chemistry (CHEM),https://www.washington.edu/students/timeschd/WIN2021/chem.html,CHEM 800,DOCTORAL DISSERTATN,,https://www.washington.edu/students/crscat/chem.html#chem800
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 240,WRITING IN CMS,C,https://www.washington.edu/students/crscat/cms.html#cms240
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 270,FILM: INTRODUCTION,VLPA,https://www.washington.edu/students/crscat/cms.html#cms270
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 274,MEDIA CRIT CONCEPT,VLPA,https://www.washington.edu/students/crscat/cms.html#cms274
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 295,STUDY ABROAD,VLPA,https://www.washington.edu/students/crscat/cms.html#cms295
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 304,TELEVISION STUDIES,VLPA,https://www.washington.edu/students/crscat/cms.html#cms304
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 311,FILM HST: 1930-1959,VLPA,https://www.washington.edu/students/crscat/cms.html#cms311
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 370,BASIC SCREENWRITING,VLPA,https://www.washington.edu/students/crscat/cms.html#cms370
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 395,STUDY ABROAD,VLPA,https://www.washington.edu/students/crscat/cms.html#cms395
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 397,CMS SPECIAL TOPICS,VLPA/I&S,https://www.washington.edu/students/crscat/cms.html#cms397
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 480,SENIOR CAPSTONE,VLPA,https://www.washington.edu/students/crscat/cms.html#cms480
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 490,DIRECTED STUDY,,https://www.washington.edu/students/crscat/cms.html#cms490
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 491,INTERNSHIP,,https://www.washington.edu/students/crscat/cms.html#cms491
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 497,CMS SPECIAL TOPICS,VLPA,https://www.washington.edu/students/crscat/cms.html#cms497
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 520,MTHDS & ISS IN CMS,,https://www.washington.edu/students/crscat/cms.html#cms520
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,12598,ARC,,https://www.washington.edu/students/maps/map.cgi?ARC
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,CMS 570,MEDIA LAB,,https://www.washington.edu/students/crscat/cms.html#cms570
Cinema and Media Studies (CMS),https://www.washington.edu/students/timeschd/WIN2021/cms.html,12599,SMI,,https://www.washington.edu/students/maps/map.cgi?SMI
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 210,LIT AND SCIENCE,VLPA,https://www.washington.edu/students/crscat/complit.html#clit210
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 240,WRITING IN C LIT,C,https://www.washington.edu/students/crscat/complit.html#clit240
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 250,INTRO: LIT & CULTR,VLPA/I&S,https://www.washington.edu/students/crscat/complit.html#clit250
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 252,INTRO TO GENRES,VLPA,https://www.washington.edu/students/crscat/complit.html#clit252
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 295,STUDY ABROAD,,https://www.washington.edu/students/crscat/complit.html#clit295
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 321,LIT OF AMERICAS,VLPA,https://www.washington.edu/students/crscat/complit.html#clit321
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 322,ASIAN & WESTERN LIT,VLPA,https://www.washington.edu/students/crscat/complit.html#clit322
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 357,LITERATURE & FILM,VLPA,https://www.washington.edu/students/crscat/complit.html#clit357
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 361,TPCS EARLY MOD LIT,VLPA,https://www.washington.edu/students/crscat/complit.html#clit361
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 362,TPCS IN MODERN LIT,VLPA,https://www.washington.edu/students/crscat/complit.html#clit362
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 395,STUDY ABROAD,,https://www.washington.edu/students/crscat/complit.html#clit395
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 396,SPEC STDYS COMP LIT,VLPA,https://www.washington.edu/students/crscat/complit.html#clit396
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 400,INTRO THEORY & CRIT,VLPA,https://www.washington.edu/students/crscat/complit.html#clit400
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 490,DIRECTED STDY/RSCH,,https://www.washington.edu/students/crscat/complit.html#clit490
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 491,INTERNSHIP,,https://www.washington.edu/students/crscat/complit.html#clit491
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 495,HONORS THESIS,VLPA,https://www.washington.edu/students/crscat/complit.html#clit495
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 496,SPEC STDYS COMP LIT,VLPA,https://www.washington.edu/students/crscat/complit.html#clit496
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 590,MA ESSAY,,https://www.washington.edu/students/crscat/complit.html#clit590
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 599,SPEC SEMINAR/CONFER,,https://www.washington.edu/students/crscat/complit.html#clit599
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/complit.html#clit600
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 700,MASTERS THESIS,,https://www.washington.edu/students/crscat/complit.html#clit700
Comparative Literature (C LIT),https://www.washington.edu/students/timeschd/WIN2021/complit.html,C LIT 800,DOCTORAL DISSERTATN,,https://www.washington.edu/students/crscat/complit.html#clit800
Classical Archaeology (CL AR),https://www.washington.edu/students/timeschd/WIN2021/clarch.html,CL AR 342,ROMAN ART & ARCHLGY,VLPA,https://www.washington.edu/students/crscat/clarch.html#clar342
Classical Archaeology (CL AR),https://www.washington.edu/students/timeschd/WIN2021/clarch.html,CL AR 444,GRK & ROMAN SCULPT,VLPA,https://www.washington.edu/students/crscat/clarch.html#clar444
Classical Archaeology (CL AR),https://www.washington.edu/students/timeschd/WIN2021/clarch.html,CL AR 461,GNDR & SEX CLAS ART,"VLPA/I&S,DIV",https://www.washington.edu/students/crscat/clarch.html#clar461
Classical Linguistics (CL LI),https://www.washington.edu/students/timeschd/WIN2021/cling.html,,,,
Classics (CLAS),https://www.washington.edu/students/timeschd/WIN2021/clas.html,CLAS 101,LAT & GRK CURR USE,VLPA,https://www.washington.edu/students/crscat/clas.html#clas101
Classics (CLAS),https://www.washington.edu/students/timeschd/WIN2021/clas.html,CLAS 205,BIOSCIENTIFIC VOCAB,VLPA,https://www.washington.edu/students/crscat/clas.html#clas205
Classics (CLAS),https://www.washington.edu/students/timeschd/WIN2021/clas.html,CLAS 239,GREECE ANCNT TO MODN,VLPA/I&S,https://www.washington.edu/students/crscat/clas.html#clas239
Classics (CLAS),https://www.washington.edu/students/timeschd/WIN2021/clas.html,CLAS 324,GRK & ROM ATHLETICS,"I&S,DIV",https://www.washington.edu/students/crscat/clas.html#clas324
Classics (CLAS),https://www.washington.edu/students/timeschd/WIN2021/clas.html,CLAS 328,SEX & GENDER IN LIT,"VLPA/I&S,DIV",https://www.washington.edu/students/crscat/clas.html#clas328
Classics (CLAS),https://www.washington.edu/students/timeschd/WIN2021/clas.html,CLAS 335,THE AGE OF NERO,VLPA/I&S,https://www.washington.edu/students/crscat/clas.html#clas335
Classics (CLAS),https://www.washington.edu/students/timeschd/WIN2021/clas.html,CLAS 427,GRK ROM TRAG IN ENG,VLPA,https://www.washington.edu/students/crscat/clas.html#clas427
Classics (CLAS),https://www.washington.edu/students/timeschd/WIN2021/clas.html,CLAS 430,GRK & ROM MYTHOLOGY,VLPA,https://www.washington.edu/students/crscat/clas.html#clas430
Classics (CLAS),https://www.washington.edu/students/timeschd/WIN2021/clas.html,CLAS 432,CLAS MYTH IN FILM,VLPA,https://www.washington.edu/students/crscat/clas.html#clas432
Classics (CLAS),https://www.washington.edu/students/timeschd/WIN2021/clas.html,CLAS 490,SUPERVISED STUDY,,https://www.washington.edu/students/crscat/clas.html#clas490
